"id";"tipo";"sector";"territorio";"nombre_canonico";"query_1";"vol_q1";"query_2";"vol_q2";"query_3";"vol_q3";"vol_total";"tengo_landing";"peso_tipo";"score";"notas"
"3";"sectorial-provincial";"metal";"Alicante";"Convenio Metal Alicante";"convenio metal alicante";"5000";"convenio metal alicante 2026";"5000";"tabla salarial metal alicante";"0";"10000";"no";"1";"10000";""
"2";"sectorial-provincial";"metal";"Albacete";"Convenio Metal Albacete";"convenio metal albacete";"5000";"convenio metal albacete 2026";"5000";"tabla salarial metal albacete";"0";"10000";"no";"1";"10000";""
"298";"sectorial-provincial";"oficinas-despachos";"Navarra";"Convenio Oficinas y Despachos Navarra";"convenio oficinas y despachos navarra";"5000";"convenio oficinas y despachos navarra 2026";"5000";"tabla salarial oficinas y despachos navarra";"0";"10000";"no";"1";"10000";""
"22";"sectorial-provincial";"metal";"Granada";"Convenio Metal Granada";"convenio metal granada";"5000";"convenio metal granada 2026";"5000";"tabla salarial metal granada";"0";"10000";"no";"1";"10000";""
"186";"sectorial-provincial";"construccion";"Madrid";"Convenio Construcción Madrid";"convenio construcción madrid";"5000";"convenio construcción madrid 2026";"5000";"tabla salarial construcción madrid";"0";"10000";"no";"1";"10000";""
"289";"sectorial-provincial";"oficinas-despachos";"Asturias";"Convenio Oficinas y Despachos Asturias";"convenio oficinas y despachos asturias";"5000";"convenio oficinas y despachos asturias 2026";"500";"tabla salarial oficinas y despachos asturias";"500";"6000";"no";"1";"6000";""
"287";"sectorial-provincial";"oficinas-despachos";"Sevilla";"Convenio Oficinas y Despachos Sevilla";"convenio oficinas y despachos sevilla";"5000";"convenio oficinas y despachos sevilla 2026";"500";"tabla salarial oficinas y despachos sevilla";"500";"6000";"no";"1";"6000";""
"114";"sectorial-provincial";"hosteleria";"Bizkaia";"Convenio Hostelería Bizkaia";"convenio hostelería bizkaia";"5000";"convenio hostelería bizkaia 2026";"500";"tabla salarial hostelería bizkaia";"500";"6000";"si";"1";"6000";""
"285";"sectorial-provincial";"oficinas-despachos";"Gipuzkoa";"Convenio Oficinas y Despachos Gipuzkoa";"convenio oficinas y despachos gipuzkoa";"5000";"convenio oficinas y despachos gipuzkoa 2026";"500";"tabla salarial oficinas y despachos gipuzkoa";"0";"5500";"no";"1";"5500";""
"284";"sectorial-provincial";"oficinas-despachos";"Bizkaia";"Convenio Oficinas y Despachos Bizkaia";"convenio oficinas y despachos bizkaia";"5000";"convenio oficinas y despachos bizkaia 2026";"500";"tabla salarial oficinas y despachos bizkaia";"0";"5500";"no";"1";"5500";""
"344";"sectorial-provincial";"comercio";"Bizkaia";"Convenio Comercio General Bizkaia";"convenio comercio general bizkaia";"5000";"convenio comercio general bizkaia 2026";"500";"tabla salarial comercio general bizkaia";"0";"5500";"no";"1";"5500";""
"82";"sectorial-provincial";"limpieza";"Madrid";"Convenio Limpieza de Edificios y Locales Madrid";"convenio limpieza de edificios y locales madrid";"5000";"convenio limpieza de edificios y locales madrid 2026";"500";"tabla salarial limpieza de edificios y locales madrid";"0";"5500";"si";"1";"5500";""
"282";"sectorial-provincial";"oficinas-despachos";"Barcelona";"Convenio Oficinas y Despachos Barcelona";"convenio oficinas y despachos barcelona";"5000";"convenio oficinas y despachos barcelona 2026";"500";"tabla salarial oficinas y despachos barcelona";"0";"5500";"no";"1";"5500";""
"161";"sectorial-provincial";"construccion";"Asturias";"Convenio Construcción Asturias";"convenio construcción asturias";"5000";"convenio construcción asturias 2026";"500";"tabla salarial construcción asturias";"0";"5500";"no";"1";"5500";""
"107";"sectorial-provincial";"hosteleria";"Alicante";"Convenio Hostelería Alicante";"convenio hostelería alicante";"5000";"convenio hostelería alicante 2026";"500";"tabla salarial hostelería alicante";"0";"5500";"no";"1";"5500";""
"126";"sectorial-provincial";"hosteleria";"Granada";"Convenio Hostelería Granada";"convenio hostelería granada";"5000";"convenio hostelería granada 2026";"500";"tabla salarial hostelería granada";"0";"5500";"si";"1";"5500";""
"300";"sectorial-provincial";"oficinas-despachos";"Alicante";"Convenio Oficinas y Despachos Alicante";"convenio oficinas y despachos alicante";"5000";"convenio oficinas y despachos alicante 2026";"500";"tabla salarial oficinas y despachos alicante";"0";"5500";"no";"1";"5500";""
"159";"sectorial-provincial";"construccion";"Alicante";"Convenio Construcción Alicante";"convenio construcción alicante";"5000";"convenio construcción alicante 2026";"500";"tabla salarial construcción alicante";"0";"5500";"no";"1";"5500";""
"113";"sectorial-provincial";"hosteleria";"Barcelona";"Convenio Hostelería Barcelona";"convenio hostelería barcelona";"5000";"convenio hostelería barcelona 2026";"500";"tabla salarial hostelería barcelona";"0";"5500";"si";"1";"5500";""
"151";"sectorial-provincial";"hosteleria";"Valencia";"Convenio Hostelería Valencia";"convenio hostelería valencia";"5000";"convenio hostelería valencia 2026";"500";"tabla salarial hostelería valencia";"0";"5500";"si";"1";"5500";""
"136";"sectorial-provincial";"hosteleria";"Murcia";"Convenio Hostelería Murcia";"convenio hostelería murcia";"5000";"convenio hostelería murcia 2026";"500";"tabla salarial hostelería murcia";"0";"5500";"no";"1";"5500";""
"147";"sectorial-provincial";"hosteleria";"Tenerife";"Convenio Hostelería Tenerife";"convenio hostelería tenerife";"5000";"convenio hostelería tenerife 2026";"500";"tabla salarial hostelería tenerife";"0";"5500";"no";"1";"5500";""
"109";"sectorial-provincial";"hosteleria";"Asturias";"Convenio Hostelería Asturias";"convenio hostelería asturias";"5000";"convenio hostelería asturias 2026";"500";"tabla salarial hostelería asturias";"0";"5500";"no";"1";"5500";""
"141";"sectorial-provincial";"hosteleria";"Pontevedra";"Convenio Hostelería Pontevedra";"convenio hostelería pontevedra";"5000";"convenio hostelería pontevedra 2026";"500";"tabla salarial hostelería pontevedra";"0";"5500";"no";"1";"5500";""
"145";"sectorial-provincial";"hosteleria";"Sevilla";"Convenio Hostelería Sevilla";"convenio hostelería sevilla";"5000";"convenio hostelería sevilla 2026";"500";"tabla salarial hostelería sevilla";"0";"5500";"si";"1";"5500";""
"154";"sectorial-provincial";"hosteleria";"Zaragoza";"Convenio Hostelería Zaragoza";"convenio hostelería zaragoza";"5000";"convenio hostelería zaragoza 2026";"500";"tabla salarial hostelería zaragoza";"0";"5500";"si";"1";"5500";""
"133";"sectorial-provincial";"hosteleria";"Lugo";"Convenio Hostelería Lugo";"convenio hostelería lugo";"5000";"convenio hostelería lugo 2026";"500";"tabla salarial hostelería lugo";"0";"5500";"no";"1";"5500";""
"288";"sectorial-provincial";"oficinas-despachos";"Zaragoza";"Convenio Oficinas y Despachos Zaragoza";"convenio oficinas y despachos zaragoza";"5000";"convenio oficinas y despachos zaragoza 2026";"500";"tabla salarial oficinas y despachos zaragoza";"0";"5500";"no";"1";"5500";""
"124";"sectorial-provincial";"hosteleria";"Gipuzkoa";"Convenio Hostelería Gipuzkoa";"convenio hostelería gipuzkoa";"5000";"convenio hostelería gipuzkoa 2026";"500";"tabla salarial hostelería gipuzkoa";"0";"5500";"no";"1";"5500";""
"290";"sectorial-provincial";"oficinas-despachos";"A Coruña";"Convenio Oficinas y Despachos A Coruña";"convenio oficinas y despachos a coruña";"5000";"convenio oficinas y despachos a coruña 2026";"500";"tabla salarial oficinas y despachos a coruña";"0";"5500";"no";"1";"5500";""
"152";"sectorial-provincial";"hosteleria";"Valladolid";"Convenio Hostelería Valladolid";"convenio hostelería valladolid";"5000";"convenio hostelería valladolid 2026";"500";"tabla salarial hostelería valladolid";"0";"5500";"si";"1";"5500";""
"299";"sectorial-provincial";"oficinas-despachos";"Murcia";"Convenio Oficinas y Despachos Murcia";"convenio oficinas y despachos murcia";"5000";"convenio oficinas y despachos murcia 2026";"500";"tabla salarial oficinas y despachos murcia";"0";"5500";"no";"1";"5500";""
"17";"sectorial-provincial";"metal";"Córdoba";"Convenio Metal Córdoba";"convenio metal córdoba";"500";"convenio metal córdoba 2026";"5000";"tabla salarial metal córdoba";"0";"5500";"no";"1";"5500";""
"261";"sectorial-provincial";"comercio-metal";"Madrid";"Convenio Comercio del Metal Madrid";"convenio comercio del metal madrid";"5000";"convenio comercio del metal madrid 2026";"500";"tabla salarial comercio del metal madrid";"0";"5500";"no";"1";"5500";""
"18";"sectorial-provincial";"metal";"A Coruña";"Convenio Metal A Coruña";"convenio metal a coruña";"5000";"convenio metal a coruña 2026";"500";"tabla salarial metal a coruña";"0";"5500";"no";"1";"5500";""
"11";"sectorial-provincial";"metal";"Burgos";"Convenio Metal Burgos";"convenio metal burgos";"5000";"convenio metal burgos 2026";"500";"tabla salarial metal burgos";"0";"5500";"no";"1";"5500";""
"174";"sectorial-provincial";"construccion";"A Coruña";"Convenio Construcción A Coruña";"convenio construcción a coruña";"5000";"convenio construcción a coruña 2026";"500";"tabla salarial construcción a coruña";"0";"5500";"no";"1";"5500";""
"170";"sectorial-provincial";"construccion";"Cantabria";"Convenio Construcción Cantabria";"convenio construcción cantabria";"5000";"convenio construcción cantabria 2026";"500";"tabla salarial construcción cantabria";"0";"5500";"no";"1";"5500";""
"14";"sectorial-provincial";"metal";"Cantabria";"Convenio Metal Cantabria";"convenio metal cantabria";"5000";"convenio metal cantabria 2026";"500";"tabla salarial metal cantabria";"0";"5500";"no";"1";"5500";""
"16";"sectorial-provincial";"metal";"Ciudad Real";"Convenio Metal Ciudad Real";"convenio metal ciudad real";"5000";"convenio metal ciudad real 2026";"500";"tabla salarial metal ciudad real";"0";"5500";"no";"1";"5500";""
"46";"sectorial-provincial";"metal";"Toledo";"Convenio Metal Toledo";"convenio metal toledo";"5000";"convenio metal toledo 2026";"500";"tabla salarial metal toledo";"0";"5500";"no";"1";"5500";""
"238";"sectorial-provincial";"transporte-mercancias";"Madrid";"Convenio Transporte de Mercancías por Carretera Madrid";"convenio transporte de mercancías por carretera madrid";"5000";"convenio transporte de mercancías por carretera madrid 2026";"500";"tabla salarial transporte de mercancías por carretera madrid";"0";"5500";"no";"1";"5500";""
"262";"sectorial-provincial";"comercio-metal";"Barcelona";"Convenio Comercio del Metal Barcelona";"convenio comercio del metal barcelona";"5000";"convenio comercio del metal barcelona 2026";"500";"tabla salarial comercio del metal barcelona";"0";"5500";"no";"1";"5500";""
"295";"sectorial-provincial";"oficinas-despachos";"Las Palmas";"Convenio Oficinas y Despachos Las Palmas";"convenio oficinas y despachos las palmas";"5000";"convenio oficinas y despachos las palmas 2026";"500";"tabla salarial oficinas y despachos las palmas";"0";"5500";"no";"1";"5500";""
"34";"sectorial-provincial";"metal";"Ourense";"Convenio Metal Ourense";"convenio metal ourense";"5000";"convenio metal ourense 2026";"500";"tabla salarial metal ourense";"0";"5500";"no";"1";"5500";""
"278";"sectorial-provincial";"comercio-metal";"Navarra";"Convenio Comercio del Metal Navarra";"convenio comercio del metal navarra";"5000";"convenio comercio del metal navarra 2026";"500";"tabla salarial comercio del metal navarra";"0";"5500";"no";"1";"5500";""
"24";"sectorial-provincial";"metal";"Huelva";"Convenio Metal Huelva";"convenio metal huelva";"5000";"convenio metal huelva 2026";"500";"tabla salarial metal huelva";"0";"5500";"no";"1";"5500";""
"21";"sectorial-provincial";"metal";"Girona";"Convenio Metal Girona";"convenio metal girona";"500";"convenio metal girona 2026";"5000";"tabla salarial metal girona";"0";"5500";"no";"1";"5500";""
"189";"sectorial-provincial";"construccion";"Navarra";"Convenio Construcción Navarra";"convenio construcción navarra";"5000";"convenio construcción navarra 2026";"500";"tabla salarial construcción navarra";"0";"5500";"no";"1";"5500";""
"188";"sectorial-provincial";"construccion";"Murcia";"Convenio Construcción Murcia";"convenio construcción murcia";"5000";"convenio construcción murcia 2026";"500";"tabla salarial construcción murcia";"0";"5500";"no";"1";"5500";""
"264";"sectorial-provincial";"comercio-metal";"Bizkaia";"Convenio Comercio del Metal Bizkaia";"convenio comercio del metal bizkaia";"5000";"convenio comercio del metal bizkaia 2026";"500";"tabla salarial comercio del metal bizkaia";"0";"5500";"no";"1";"5500";""
"390";"empresa";"energia";"Estatal";"Convenio Iberdrola";"convenio iberdrola";"5000";"convenio iberdrola 2026";"500";"tabla salarial iberdrola";"500";"6000";"no";"0,6";"3600";""
"391";"empresa";"energia";"Estatal";"Convenio Endesa";"convenio endesa";"5000";"convenio endesa 2026";"500";"tabla salarial endesa";"500";"6000";"no";"0,6";"3600";""
"421";"empresa";"ferrocarril";"Estatal";"Convenio Adif";"convenio adif";"5000";"convenio adif 2026";"500";"tabla salarial adif";"500";"6000";"no";"0,6";"3600";""
"407";"empresa";"aviacion";"Estatal";"Convenio AENA";"convenio aena";"5000";"convenio aena 2026";"500";"tabla salarial aena";"500";"6000";"no";"0,6";"3600";""
"413";"empresa";"retail-textil";"Arteixo";"Convenio Inditex";"convenio inditex";"5000";"convenio inditex 2026";"500";"tabla salarial inditex";"500";"6000";"no";"0,6";"3600";""
"420";"empresa";"ferrocarril";"Estatal";"Convenio Renfe";"convenio renfe";"5000";"convenio renfe 2026";"500";"tabla salarial renfe";"500";"6000";"no";"0,6";"3600";""
"409";"empresa";"retail";"Estatal";"Convenio Carrefour";"convenio carrefour";"5000";"convenio carrefour 2026";"500";"tabla salarial carrefour";"500";"6000";"no";"0,6";"3600";""
"401";"empresa";"banca";"Estatal";"Convenio CaixaBank";"convenio caixabank";"500";"convenio caixabank 2026";"500";"tabla salarial caixabank";"5000";"6000";"no";"0,6";"3600";""
"372";"estatal";"hosteleria";"Estatal";"Convenio Estatal Hosteleria";"convenio hosteleria estatal";"5000";"convenio hosteleria estatal 2026";"0";"tabla salarial hosteleria estatal";"0";"5000";"si";"0,7";"3500";""
"371";"estatal";"metal";"Estatal";"Convenio Estatal Metal";"convenio metal estatal";"5000";"convenio metal estatal 2026";"0";"tabla salarial metal estatal";"0";"5000";"no";"0,7";"3500";""
"370";"estatal";"construccion";"Estatal";"Convenio Estatal Construccion";"convenio construccion estatal";"5000";"convenio construccion estatal 2026";"0";"tabla salarial construccion estatal";"0";"5000";"si";"0,7";"3500";""
"422";"empresa";"postal";"Estatal";"Convenio Correos";"convenio correos";"5000";"convenio correos 2026";"0";"tabla salarial correos";"500";"5500";"no";"0,6";"3300";""
"121";"sectorial-provincial";"hosteleria";"Córdoba";"Convenio Hostelería Córdoba";"convenio hostelería córdoba";"500";"convenio hostelería córdoba 2026";"500";"tabla salarial hostelería córdoba";"500";"1500";"no";"1";"1500";""
"365";"autonomico";"ayuda a domicilio";"Andalucía";"Convenio Ayuda A Domicilio Andalucía";"convenio ayuda a domicilio andalucía";"500";"convenio ayuda a domicilio andalucía 2026";"500";"tabla salarial ayuda a domicilio andalucía";"500";"1500";"no";"0,8";"1200";""
"187";"sectorial-provincial";"construccion";"Málaga";"Convenio Construcción Málaga";"convenio construcción málaga";"500";"convenio construcción málaga 2026";"500";"tabla salarial construcción málaga";"0";"1000";"no";"1";"1000";""
"135";"sectorial-provincial";"hosteleria";"Málaga";"Convenio Hostelería Málaga";"convenio hostelería málaga";"500";"convenio hostelería málaga 2026";"500";"tabla salarial hostelería málaga";"0";"1000";"si";"1";"1000";""
"195";"sectorial-provincial";"construccion";"Salamanca";"Convenio Construcción Salamanca";"convenio construcción salamanca";"500";"convenio construcción salamanca 2026";"500";"tabla salarial construcción salamanca";"0";"1000";"no";"1";"1000";""
"192";"sectorial-provincial";"construccion";"Las Palmas";"Convenio Construcción Las Palmas";"convenio construcción las palmas";"500";"convenio construcción las palmas 2026";"500";"tabla salarial construcción las palmas";"0";"1000";"no";"1";"1000";""
"138";"sectorial-provincial";"hosteleria";"Ourense";"Convenio Hostelería Ourense";"convenio hostelería ourense";"500";"convenio hostelería ourense 2026";"500";"tabla salarial hostelería ourense";"0";"1000";"no";"1";"1000";""
"131";"sectorial-provincial";"hosteleria";"León";"Convenio Hostelería León";"convenio hostelería león";"500";"convenio hostelería león 2026";"500";"tabla salarial hostelería león";"0";"1000";"no";"1";"1000";""
"190";"sectorial-provincial";"construccion";"Ourense";"Convenio Construcción Ourense";"convenio construcción ourense";"500";"convenio construcción ourense 2026";"500";"tabla salarial construcción ourense";"0";"1000";"no";"1";"1000";""
"194";"sectorial-provincial";"construccion";"La Rioja";"Convenio Construcción La Rioja";"convenio construcción la rioja";"500";"convenio construcción la rioja 2026";"500";"tabla salarial construcción la rioja";"0";"1000";"no";"1";"1000";""
"185";"sectorial-provincial";"construccion";"Lugo";"Convenio Construcción Lugo";"convenio construcción lugo";"500";"convenio construcción lugo 2026";"500";"tabla salarial construcción lugo";"0";"1000";"no";"1";"1000";""
"345";"sectorial-provincial";"comercio";"Gipuzkoa";"Convenio Comercio General Gipuzkoa";"convenio comercio general gipuzkoa";"500";"convenio comercio general gipuzkoa 2026";"500";"tabla salarial comercio general gipuzkoa";"0";"1000";"no";"1";"1000";""
"157";"sectorial-provincial";"construccion";"Álava";"Convenio Construcción Álava";"convenio construcción álava";"500";"convenio construcción álava 2026";"500";"tabla salarial construcción álava";"0";"1000";"no";"1";"1000";""
"322";"sectorial-provincial";"panaderia";"Barcelona";"Convenio Panadería Barcelona";"convenio panadería barcelona";"500";"convenio panadería barcelona 2026";"500";"tabla salarial panadería barcelona";"0";"1000";"no";"1";"1000";""
"204";"sectorial-provincial";"construccion";"Valladolid";"Convenio Construcción Valladolid";"convenio construcción valladolid";"500";"convenio construcción valladolid 2026";"500";"tabla salarial construcción valladolid";"0";"1000";"no";"1";"1000";""
"171";"sectorial-provincial";"construccion";"Castellón";"Convenio Construcción Castellón";"convenio construcción castellón";"500";"convenio construcción castellón 2026";"500";"tabla salarial construcción castellón";"0";"1000";"no";"1";"1000";""
"205";"sectorial-provincial";"construccion";"Zamora";"Convenio Construcción Zamora";"convenio construcción zamora";"500";"convenio construcción zamora 2026";"500";"tabla salarial construcción zamora";"0";"1000";"no";"1";"1000";""
"163";"sectorial-provincial";"construccion";"Badajoz";"Convenio Construcción Badajoz";"convenio construcción badajoz";"500";"convenio construcción badajoz 2026";"500";"tabla salarial construcción badajoz";"0";"1000";"no";"1";"1000";""
"167";"sectorial-provincial";"construccion";"Burgos";"Convenio Construcción Burgos";"convenio construcción burgos";"500";"convenio construcción burgos 2026";"500";"tabla salarial construcción burgos";"0";"1000";"no";"1";"1000";""
"169";"sectorial-provincial";"construccion";"Cádiz";"Convenio Construcción Cádiz";"convenio construcción cádiz";"500";"convenio construcción cádiz 2026";"500";"tabla salarial construcción cádiz";"0";"1000";"no";"1";"1000";""
"168";"sectorial-provincial";"construccion";"Cáceres";"Convenio Construcción Cáceres";"convenio construcción cáceres";"500";"convenio construcción cáceres 2026";"500";"tabla salarial construcción cáceres";"0";"1000";"no";"1";"1000";""
"349";"sectorial-provincial";"comercio";"Asturias";"Convenio Comercio General Asturias";"convenio comercio general asturias";"500";"convenio comercio general asturias 2026";"500";"tabla salarial comercio general asturias";"0";"1000";"no";"1";"1000";""
"199";"sectorial-provincial";"construccion";"Tenerife";"Convenio Construcción Tenerife";"convenio construcción tenerife";"500";"convenio construcción tenerife 2026";"500";"tabla salarial construcción tenerife";"0";"1000";"no";"1";"1000";""
"200";"sectorial-provincial";"construccion";"Tarragona";"Convenio Construcción Tarragona";"convenio construcción tarragona";"500";"convenio construcción tarragona 2026";"500";"tabla salarial construcción tarragona";"0";"1000";"no";"1";"1000";""
"359";"sectorial-provincial";"comercio";"Murcia";"Convenio Comercio General Murcia";"convenio comercio general murcia";"500";"convenio comercio general murcia 2026";"500";"tabla salarial comercio general murcia";"0";"1000";"no";"1";"1000";""
"142";"sectorial-provincial";"hosteleria";"La Rioja";"Convenio Hostelería La Rioja";"convenio hostelería la rioja";"500";"convenio hostelería la rioja 2026";"500";"tabla salarial hostelería la rioja";"0";"1000";"no";"1";"1000";""
"143";"sectorial-provincial";"hosteleria";"Salamanca";"Convenio Hostelería Salamanca";"convenio hostelería salamanca";"500";"convenio hostelería salamanca 2026";"500";"tabla salarial hostelería salamanca";"0";"1000";"no";"1";"1000";""
"176";"sectorial-provincial";"construccion";"Gipuzkoa";"Convenio Construcción Gipuzkoa";"convenio construcción gipuzkoa";"500";"convenio construcción gipuzkoa 2026";"500";"tabla salarial construcción gipuzkoa";"0";"1000";"no";"1";"1000";""
"173";"sectorial-provincial";"construccion";"Córdoba";"Convenio Construcción Córdoba";"convenio construcción córdoba";"500";"convenio construcción córdoba 2026";"500";"tabla salarial construcción córdoba";"0";"1000";"no";"1";"1000";""
"150";"sectorial-provincial";"hosteleria";"Toledo";"Convenio Hostelería Toledo";"convenio hostelería toledo";"500";"convenio hostelería toledo 2026";"500";"tabla salarial hostelería toledo";"0";"1000";"no";"1";"1000";""
"148";"sectorial-provincial";"hosteleria";"Tarragona";"Convenio Hostelería Tarragona";"convenio hostelería tarragona";"500";"convenio hostelería tarragona 2026";"500";"tabla salarial hostelería tarragona";"0";"1000";"si";"1";"1000";""
"180";"sectorial-provincial";"construccion";"Huelva";"Convenio Construcción Huelva";"convenio construcción huelva";"500";"convenio construcción huelva 2026";"500";"tabla salarial construcción huelva";"0";"1000";"no";"1";"1000";""
"129";"sectorial-provincial";"hosteleria";"Huesca";"Convenio Hostelería Huesca";"convenio hostelería huesca";"500";"convenio hostelería huesca 2026";"500";"tabla salarial hostelería huesca";"0";"1000";"no";"1";"1000";""
"35";"sectorial-provincial";"metal";"Palencia";"Convenio Metal Palencia";"convenio metal palencia";"500";"convenio metal palencia 2026";"500";"tabla salarial metal palencia";"0";"1000";"no";"1";"1000";""
"31";"sectorial-provincial";"metal";"Málaga";"Convenio Metal Málaga";"convenio metal málaga";"500";"convenio metal málaga 2026";"500";"tabla salarial metal málaga";"0";"1000";"no";"1";"1000";""
"38";"sectorial-provincial";"metal";"La Rioja";"Convenio Metal La Rioja";"convenio metal la rioja";"500";"convenio metal la rioja 2026";"500";"tabla salarial metal la rioja";"0";"1000";"no";"1";"1000";""
"36";"sectorial-provincial";"metal";"Las Palmas";"Convenio Metal Las Palmas";"convenio metal las palmas";"500";"convenio metal las palmas 2026";"500";"tabla salarial metal las palmas";"0";"1000";"no";"1";"1000";""
"28";"sectorial-provincial";"metal";"Lleida";"Convenio Metal Lleida";"convenio metal lleida";"500";"convenio metal lleida 2026";"500";"tabla salarial metal lleida";"0";"1000";"no";"1";"1000";""
"293";"sectorial-provincial";"oficinas-despachos";"Málaga";"Convenio Oficinas y Despachos Málaga";"convenio oficinas y despachos málaga";"500";"convenio oficinas y despachos málaga 2026";"500";"tabla salarial oficinas y despachos málaga";"0";"1000";"no";"1";"1000";""
"23";"sectorial-provincial";"metal";"Guadalajara";"Convenio Metal Guadalajara";"convenio metal guadalajara";"500";"convenio metal guadalajara 2026";"500";"tabla salarial metal guadalajara";"0";"1000";"no";"1";"1000";""
"27";"sectorial-provincial";"metal";"León";"Convenio Metal León";"convenio metal león";"500";"convenio metal león 2026";"500";"tabla salarial metal león";"0";"1000";"no";"1";"1000";""
"25";"sectorial-provincial";"metal";"Huesca";"Convenio Metal Huesca";"convenio metal huesca";"500";"convenio metal huesca 2026";"500";"tabla salarial metal huesca";"0";"1000";"no";"1";"1000";""
"268";"sectorial-provincial";"comercio-metal";"Zaragoza";"Convenio Comercio del Metal Zaragoza";"convenio comercio del metal zaragoza";"500";"convenio comercio del metal zaragoza 2026";"500";"tabla salarial comercio del metal zaragoza";"0";"1000";"no";"1";"1000";""
"45";"sectorial-provincial";"metal";"Teruel";"Convenio Metal Teruel";"convenio metal teruel";"500";"convenio metal teruel 2026";"500";"tabla salarial metal teruel";"0";"1000";"no";"1";"1000";""
"263";"sectorial-provincial";"comercio-metal";"Valencia";"Convenio Comercio del Metal Valencia";"convenio comercio del metal valencia";"500";"convenio comercio del metal valencia 2026";"500";"tabla salarial comercio del metal valencia";"0";"1000";"no";"1";"1000";""
"49";"sectorial-provincial";"metal";"Zamora";"Convenio Metal Zamora";"convenio metal zamora";"500";"convenio metal zamora 2026";"500";"tabla salarial metal zamora";"0";"1000";"no";"1";"1000";""
"280";"sectorial-provincial";"comercio-metal";"Alicante";"Convenio Comercio del Metal Alicante";"convenio comercio del metal alicante";"500";"convenio comercio del metal alicante 2026";"500";"tabla salarial comercio del metal alicante";"0";"1000";"no";"1";"1000";""
"40";"sectorial-provincial";"metal";"Segovia";"Convenio Metal Segovia";"convenio metal segovia";"500";"convenio metal segovia 2026";"500";"tabla salarial metal segovia";"0";"1000";"no";"1";"1000";""
"39";"sectorial-provincial";"metal";"Salamanca";"Convenio Metal Salamanca";"convenio metal salamanca";"500";"convenio metal salamanca 2026";"500";"tabla salarial metal salamanca";"0";"1000";"no";"1";"1000";""
"43";"sectorial-provincial";"metal";"Tenerife";"Convenio Metal Tenerife";"convenio metal tenerife";"500";"convenio metal tenerife 2026";"500";"tabla salarial metal tenerife";"0";"1000";"no";"1";"1000";""
"42";"sectorial-provincial";"metal";"Soria";"Convenio Metal Soria";"convenio metal soria";"500";"convenio metal soria 2026";"500";"tabla salarial metal soria";"0";"1000";"no";"1";"1000";""
"19";"sectorial-provincial";"metal";"Cuenca";"Convenio Metal Cuenca";"convenio metal cuenca";"500";"convenio metal cuenca 2026";"500";"tabla salarial metal cuenca";"0";"1000";"no";"1";"1000";""
"116";"sectorial-provincial";"hosteleria";"Cáceres";"Convenio Hostelería Cáceres";"convenio hostelería cáceres";"500";"convenio hostelería cáceres 2026";"500";"tabla salarial hostelería cáceres";"0";"1000";"no";"1";"1000";""
"117";"sectorial-provincial";"hosteleria";"Cádiz";"Convenio Hostelería Cádiz";"convenio hostelería cádiz";"500";"convenio hostelería cádiz 2026";"500";"tabla salarial hostelería cádiz";"0";"1000";"si";"1";"1000";""
"111";"sectorial-provincial";"hosteleria";"Badajoz";"Convenio Hostelería Badajoz";"convenio hostelería badajoz";"500";"convenio hostelería badajoz 2026";"500";"tabla salarial hostelería badajoz";"0";"1000";"no";"1";"1000";""
"115";"sectorial-provincial";"hosteleria";"Burgos";"Convenio Hostelería Burgos";"convenio hostelería burgos";"500";"convenio hostelería burgos 2026";"500";"tabla salarial hostelería burgos";"0";"1000";"no";"1";"1000";""
"7";"sectorial-provincial";"metal";"Badajoz";"Convenio Metal Badajoz";"convenio metal badajoz";"500";"convenio metal badajoz 2026";"500";"tabla salarial metal badajoz";"0";"1000";"no";"1";"1000";""
"128";"sectorial-provincial";"hosteleria";"Huelva";"Convenio Hostelería Huelva";"convenio hostelería huelva";"500";"convenio hostelería huelva 2026";"500";"tabla salarial hostelería huelva";"0";"1000";"no";"1";"1000";""
"119";"sectorial-provincial";"hosteleria";"Castellón";"Convenio Hostelería Castellón";"convenio hostelería castellón";"500";"convenio hostelería castellón 2026";"500";"tabla salarial hostelería castellón";"0";"1000";"no";"1";"1000";""
"120";"sectorial-provincial";"hosteleria";"Ciudad Real";"Convenio Hostelería Ciudad Real";"convenio hostelería ciudad real";"500";"convenio hostelería ciudad real 2026";"500";"tabla salarial hostelería ciudad real";"0";"1000";"no";"1";"1000";""
"108";"sectorial-provincial";"hosteleria";"Almería";"Convenio Hostelería Almería";"convenio hostelería almería";"500";"convenio hostelería almería 2026";"500";"tabla salarial hostelería almería";"0";"1000";"no";"1";"1000";""
"296";"sectorial-provincial";"oficinas-despachos";"Tenerife";"Convenio Oficinas y Despachos Tenerife";"convenio oficinas y despachos tenerife";"500";"convenio oficinas y despachos tenerife 2026";"500";"tabla salarial oficinas y despachos tenerife";"0";"1000";"no";"1";"1000";""
"13";"sectorial-provincial";"metal";"Cádiz";"Convenio Metal Cádiz";"convenio metal cádiz";"500";"convenio metal cádiz 2026";"500";"tabla salarial metal cádiz";"0";"1000";"no";"1";"1000";""
"1";"sectorial-provincial";"metal";"Álava";"Convenio Metal Álava";"convenio metal álava";"500";"convenio metal álava 2026";"500";"tabla salarial metal álava";"0";"1000";"no";"1";"1000";""
