date,pagePath,sessionDefaultChannelGroup,sessions,totalUsers,screenPageViews,averageSessionDuration
20260527,/convenio-hosteleria-valladolid.html,Organic Search,1,1,1,24.632359
20260527,/convenio-hosteleria-zaragoza.html,Direct,1,1,1,74.970972
20260527,/convenio-hosteleria-zaragoza.html,Organic Search,1,1,2,1993.51725
20260527,/convenio-hosteleria-zaragoza.html,Unassigned,1,1,0,63.306439
20260527,/convenio-limpieza-catalunya.html,Organic Search,1,1,1,231.494275
20260527,/convenio-limpieza-catalunya.html,Unassigned,1,1,0,0
20260527,/convenio-limpieza-laspalmas.html,Organic Search,1,1,1,1229.528966
20260527,/convenio-limpieza-madrid.html,Direct,1,1,1,0
20260527,/convenio-limpieza-madrid.html,Organic Search,1,1,1,0
20260527,/convenio-limpieza-malaga.html,Unassigned,1,1,1,100.536074
20260527,/convenio-limpieza-murcia.html,Direct,1,1,1,0
20260527,/convenio-limpieza-murcia.html,Referral,1,1,1,0
20260527,/convenio-limpieza-murcia.html,Unassigned,1,1,0,0
20260527,/convenio-limpieza-sevilla.html,Organic Search,1,1,1,77.174942
20260527,/convenio-limpieza-valencia.html,Unassigned,1,1,0,0
20260527,/convenio-limpieza-zaragoza.html,Unassigned,1,1,0,0
20260527,/convenios.html,Direct,1,1,1,212.292084
20260527,/convenios.html,Organic Search,1,1,2,167.945987
20260527,/convenios.html,Unassigned,1,1,1,0
20260527,/ley-transparencia-salarial-2026.html,Organic Search,1,1,0,0
20260527,/plantilla-reclamar-atrasos-convenio-salarial.html,Organic Search,1,1,1,0
20260527,/plantilla-reclamar-grupo-profesional-superior.html,Organic Search,1,1,1,965.321539
20260527,/plantilla-solicitar-nominas.html,Organic Search,1,1,1,994.24915
20260527,/que-es-un-salario-justo.html,Unassigned,1,1,0,0
20260527,/reclamar-diferencias-salariales-convenio.html,Organic Search,1,1,1,23.512162
