date,pagePath,sessionDefaultChannelGroup,sessions,totalUsers,screenPageViews,averageSessionDuration
20260606,/convenio-hosteleria-barcelona.html,Organic Search,7,4,6,11.966155714285716
20260606,/convenio-limpieza-asturias.html,Organic Search,7,6,7,206.11715642857143
20260606,/convenio-hosteleria-baleares.html,Organic Search,5,5,5,630.1213994
20260606,/convenio-hosteleria-madrid.html,Organic Search,4,4,4,272.1045245
20260606,/convenio-hosteleria-valencia.html,Organic Search,4,4,4,470.9104835
20260606,/convenio-limpieza-valencia.html,Organic Search,3,2,2,0
20260606,/,Organic Search,2,2,2,3.927572
20260606,/convenio-construccion-bizkaia.html,Direct,2,1,2,197.585139
20260606,/convenio-hosteleria-barcelona.html,Direct,2,1,2,0
20260606,/convenio-hosteleria-bizkaia.html,Organic Search,2,2,2,583.77258
20260606,/convenio-hosteleria-girona.html,Organic Search,2,2,2,51.828887
20260606,/convenio-hosteleria-tarragona.html,Organic Search,2,2,2,1.013596
20260606,/convenio-hosteleria-valencia.html,Direct,2,1,1,98.0346795
20260606,/convenio-limpieza-bizkaia.html,Organic Search,2,2,2,0
20260606,/convenio-limpieza-madrid.html,Organic Search,2,2,2,0.647169
20260606,/convenio-limpieza-zaragoza.html,Organic Search,2,2,3,972.6468115
20260606,/convenio-hosteleria-cadiz.html,Organic Search,1,1,1,0
20260606,/convenio-hosteleria-malaga.html,Organic Search,1,1,1,340.762283
20260606,/convenio-hosteleria-maresme.html,Organic Search,1,1,1,212.151364
20260606,/convenio-hosteleria-sevilla.html,Organic Search,1,1,1,0
20260606,/convenio-hosteleria-zaragoza.html,Organic Search,1,1,1,361.12629
20260606,/convenio-limpieza-barcelona.html,Direct,1,1,1,0
20260606,/convenio-limpieza-barcelona.html,Organic Search,1,1,1,0
20260606,/convenio-limpieza-edificios-locales.html,Organic Search,1,1,1,13.870883
20260606,/convenio-metal-bizkaia.html,Direct,1,1,1,674.803724
20260606,/convenio-oficinas-valencia.html,Organic Search,1,1,2,1691.851997
20260606,/plantilla-reclamar-atrasos-convenio-salarial.html,Direct,1,1,1,15.361545
20260606,/plantilla-reclamar-grupo-profesional-superior.html,Organic Search,1,1,1,162.432445
