date,pagePath,sessionDefaultChannelGroup,sessions,totalUsers,screenPageViews,averageSessionDuration
20260525,/convenio-limpieza-zaragoza.html,Organic Search,13,11,13,56.373134538461535
20260525,/convenio-hosteleria-valencia.html,Organic Search,6,6,6,9.1236258333333335
20260525,/,Organic Search,4,4,6,71.13129625
20260525,/,Unassigned,4,4,0,2.002392
20260525,/convenio-hosteleria-baleares.html,Organic Search,4,4,3,223.7376165
20260525,/convenio-hosteleria-madrid.html,Organic Search,4,4,4,271.735286
20260525,/,Direct,3,3,3,89.026387666666665
20260525,/convenio-limpieza-malaga.html,Organic Search,3,2,2,0
20260525,/convenio-limpieza-valencia.html,Organic Search,3,2,2,0
20260525,/plantilla-reclamar-grupo-profesional-superior.html,Organic Search,3,2,4,190.251228
20260525,/,Cross-network,2,2,2,0
20260525,/convenio-hosteleria-malaga.html,Organic Search,2,2,1,0
20260525,/convenio-hosteleria-malaga.html,Unassigned,2,2,1,103.978805
20260525,/convenio-hosteleria-maresme.html,Organic Search,2,2,2,474.4758955
20260525,/convenio-hosteleria-tarragona.html,Unassigned,2,2,0,0
20260525,/convenio-hosteleria-valencia.html,Direct,2,2,2,0
20260525,/convenio-hosteleria-valencia.html,Unassigned,2,2,0,0
20260525,/convenio-limpieza-asturias.html,Organic Search,2,2,3,133.664407
20260525,/convenio-limpieza-edificios-locales.html,Organic Search,2,2,2,285.8165555
20260525,/convenio-limpieza-edificios-locales.html,Unassigned,2,2,0,0
20260525,/convenio-limpieza-zaragoza.html,Unassigned,2,2,0,0
20260525,/ley-transparencia-salarial-2026.html,Organic Search,2,2,2,4.9727995
20260525,/convenio-hosteleria-barcelona.html,Organic Search,1,1,1,0
20260525,/convenio-hosteleria-barcelona.html,Unassigned,1,1,0,0
20260525,/convenio-hosteleria-granada.html,Organic Search,1,1,2,1937.379058
20260525,/convenio-hosteleria-madrid.html,Unassigned,1,1,0,8.567034
20260525,/convenio-hosteleria-maresme.html,Unassigned,1,1,1,0
20260525,/convenio-hosteleria-zaragoza.html,Organic Search,1,1,1,21.467913
20260525,/convenio-hosteleria-zaragoza.html,Unassigned,1,1,0,19.605208
20260525,/convenio-limpieza-bizkaia.html,Organic Search,1,1,1,0
20260525,/convenio-limpieza-bizkaia.html,Unassigned,1,1,0,0
20260525,/convenio-limpieza-catalunya.html,Organic Search,1,1,1,1767.300042
20260525,/convenio-limpieza-madrid.html,Organic Search,1,1,1,0
20260525,/convenio-limpieza-madrid.html,Unassigned,1,1,1,0
20260525,/convenio-limpieza-malaga.html,Direct,1,1,1,0
20260525,/convenio-limpieza-murcia.html,Organic Search,1,1,2,249.728258
20260525,/convenio-limpieza-sevilla.html,Organic Search,1,1,1,60.156288
20260525,/convenio-limpieza-sevilla.html,Unassigned,1,1,1,0
20260525,/convenio-limpieza-valencia.html,Unassigned,1,1,0,0
20260525,/convenio-metal-bizkaia.html,Organic Search,1,1,1,0
20260525,/convenio-metal-bizkaia.html,Unassigned,1,1,0,0
20260525,/convenio-oficinas-valencia.html,Organic Search,1,1,1,0
20260525,/convenio-oficinas-valencia.html,Unassigned,1,1,0,324.044043
20260525,/ley-transparencia-salarial-2026.html,Unassigned,1,1,0,0
20260525,/plantilla-solicitar-informacion-salarial-rrhh.html,Unassigned,1,1,1,0
20260525,/plantillas-transparencia-retributiva-2026.html,Organic Search,1,1,1,53.096166
20260525,/reclamar-diferencias-salariales-convenio.html,Organic Search,1,1,1,212.530612
20260525,/salario-minimo-interprofesional-2026.html,Organic Search,1,1,0,36.211025
20260525,/salario-minimo-interprofesional-2026.html,Unassigned,1,1,1,0
