date,pagePath,sessionDefaultChannelGroup,sessions,totalUsers,screenPageViews,averageSessionDuration
20260619,/convenio-limpieza-barcelona.html,Organic Search,14,12,13,107.73170092857143
20260619,/convenio-limpieza-madrid.html,Organic Search,14,11,11,25.630206285714284
20260619,/convenio-hosteleria-baleares.html,Organic Search,10,10,12,274.3935618
20260619,/convenio-limpieza-edificios-locales.html,Organic Search,9,9,9,1.0466631111111111
20260619,/convenio-limpieza-valencia.html,Organic Search,8,8,8,43.75331675
20260619,/convenio-hosteleria-bizkaia.html,Organic Search,7,7,7,30.809084714285714
20260619,/convenio-hosteleria-zaragoza.html,Organic Search,6,6,7,61.6725535
20260619,/convenio-hosteleria-barcelona.html,Organic Search,5,5,6,147.6640788
20260619,/convenio-hosteleria-baleares.html,Direct,4,4,4,8.654625
20260619,/convenio-hosteleria-valencia.html,Organic Search,4,3,3,349.89585375
20260619,/convenio-limpieza-murcia.html,Organic Search,4,4,3,3.50352225
20260619,/,Organic Search,3,3,4,83.065147
20260619,/convenio-hosteleria-madrid.html,Organic Search,3,3,3,120.59512966666667
20260619,/convenio-hosteleria-malaga.html,Organic Search,3,3,3,178.13934133333331
20260619,/convenio-hosteleria-malaga.html,Direct,2,2,2,0
20260619,/convenio-limpieza-asturias.html,Organic Search,2,2,2,60.07054
20260619,/convenio-limpieza-malaga.html,Organic Search,2,2,2,30.6538515
20260619,/convenio-metal-bizkaia.html,Organic Search,2,2,2,1.3340605
20260619,/convenio-oficinas-valencia.html,Direct,2,1,1,0
20260619,/convenio-oficinas-valencia.html,Organic Search,2,2,2,235.123434
20260619,/,Direct,1,1,1,3.946597
20260619,/convenio-construccion-bizkaia.html,Referral,1,1,2,909.608479
20260619,/convenio-hosteleria-girona.html,Organic Search,1,1,1,115.034074
20260619,/convenio-hosteleria-sevilla.html,Organic Search,1,1,2,100.173699
20260619,/convenio-hosteleria-tarragona.html,Organic Search,1,1,1,16.715473
20260619,/convenio-limpieza-bizkaia.html,Direct,1,1,1,0
20260619,/convenio-limpieza-bizkaia.html,Organic Search,1,1,1,169.632707
20260619,/convenio-limpieza-edificios-locales.html,Direct,1,1,1,0
20260619,/convenio-limpieza-zaragoza.html,Organic Search,1,1,1,0
20260619,/convenio-metal-bizkaia.html,Direct,1,1,1,0
20260619,/convenios.html,Direct,1,1,1,26.350297
20260619,/convenios.html,Organic Search,1,1,1,11.218217
20260619,/plantilla-reclamar-atrasos-convenio-salarial.html,Organic Search,1,1,1,90.140624
20260619,/plantilla-solicitar-nominas.html,Organic Search,1,1,2,1570.570115
20260619,/rangos-salariales-empresa-transparencia-2026.html,Organic Search,1,1,1,611.699966
20260619,/salarios.html,Organic Search,1,1,1,26.709733
