date,pagePath,sessionDefaultChannelGroup,sessions,totalUsers,screenPageViews,averageSessionDuration
20260528,/,Organic Search,12,8,11,470.48339808333338
20260528,/convenio-hosteleria-valencia.html,Organic Search,11,10,10,64.391010636363632
20260528,/convenio-limpieza-barcelona.html,Organic Search,9,9,9,59.516777111111111
20260528,/convenio-hosteleria-madrid.html,Organic Search,8,8,7,47.9930625
20260528,/convenio-limpieza-zaragoza.html,Organic Search,7,6,8,406.45327485714284
20260528,/,Unassigned,6,6,9,283.43180566666666
20260528,/convenio-hosteleria-valencia.html,Unassigned,6,6,4,97.313175
20260528,/convenio-limpieza-barcelona.html,Unassigned,6,6,2,4.9154908333333331
20260528,/convenio-limpieza-edificios-locales.html,Organic Search,6,6,7,403.089103
20260528,/convenio-limpieza-edificios-locales.html,Unassigned,6,6,1,0
20260528,/plantilla-reclamar-atrasos-convenio-salarial.html,Organic Search,6,5,5,0
20260528,/convenio-hosteleria-baleares.html,Organic Search,5,5,5,98.7763408
20260528,/convenio-limpieza-asturias.html,Organic Search,5,4,5,682.91124259999992
20260528,/convenio-limpieza-bizkaia.html,Organic Search,5,5,5,28.366497600000002
20260528,/,Direct,4,4,4,0
20260528,/convenio-hosteleria-barcelona.html,Organic Search,3,3,3,4.099141
20260528,/convenio-limpieza-bizkaia.html,Unassigned,3,3,0,0
20260528,/convenio-limpieza-malaga.html,Organic Search,3,3,3,0
20260528,/convenio-metal-bizkaia.html,Organic Search,3,3,3,624.017944
20260528,/plantilla-reclamar-atrasos-convenio-salarial.html,Unassigned,3,3,0,0
20260528,/construccion-estatal-suelo-salarial.html,Organic Search,2,2,2,236.2823275
20260528,/convenio-hosteleria-baleares.html,Unassigned,2,2,0,0
20260528,/convenio-hosteleria-girona.html,Unassigned,2,2,2,1824.388658
20260528,/convenio-hosteleria-malaga.html,Unassigned,2,2,0,0
20260528,/convenio-hosteleria-valencia.html,Direct,2,1,1,0
20260528,/convenio-limpieza-madrid.html,Organic Search,2,2,2,0
20260528,/convenio-limpieza-murcia.html,Organic Search,2,2,2,0
20260528,/convenio-limpieza-sevilla.html,Organic Search,2,2,2,0
20260528,/convenio-limpieza-valencia.html,Organic Search,2,2,2,452.6465335
20260528,/convenio-oficinas-valencia.html,Organic Search,2,2,2,262.870498
20260528,/convenio-oficinas-valencia.html,Unassigned,2,2,3,1287.145462
20260528,/convenios.html,Organic Search,2,1,2,0
20260528,/convenios.html,Unassigned,2,2,1,179.3736675
20260528,/ley-transparencia-salarial-2026.html,Organic Search,2,2,3,10.7268135
20260528,/pedir-banda-salarial-empresa-2026.html,Organic Search,2,2,2,0
20260528,/,Cross-network,1,1,1,0
20260528,/convenio-construccion-bizkaia.html,Organic Search,1,1,1,223.821465
20260528,/convenio-hosteleria-barcelona.html,Unassigned,1,1,0,0
20260528,/convenio-hosteleria-girona.html,Organic Search,1,1,1,0
20260528,/convenio-hosteleria-madrid.html,Unassigned,1,1,0,0
20260528,/convenio-hosteleria-malaga.html,Organic Search,1,1,1,0
20260528,/convenio-hosteleria-maresme.html,Unassigned,1,1,1,1054.344207
20260528,/convenio-hosteleria-sevilla.html,Organic Search,1,1,1,0
20260528,/convenio-hosteleria-sevilla.html,Unassigned,1,1,0,0
20260528,/convenio-hosteleria-tarragona.html,Organic Search,1,1,1,102.397058
20260528,/convenio-hosteleria-zaragoza.html,Direct,1,1,1,0
20260528,/convenio-hosteleria-zaragoza.html,Organic Search,1,1,1,469.269821
20260528,/convenio-hosteleria-zaragoza.html,Unassigned,1,1,0,0
20260528,/convenio-limpieza-asturias.html,Unassigned,1,1,0,0
20260528,/convenio-limpieza-edificios-locales.html,Direct,1,1,1,15.421372
20260528,/convenio-limpieza-madrid.html,Unassigned,1,1,1,1672.633804
20260528,/convenio-limpieza-malaga.html,Direct,1,1,1,0
20260528,/convenio-limpieza-valencia.html,Unassigned,1,1,0,0
20260528,/convenio-limpieza-zaragoza.html,Unassigned,1,1,1,0
20260528,/en/,Direct,1,1,1,50.206507
20260528,/ley-transparencia-salarial-2026.html,Unassigned,1,1,0,1138.001698
20260528,/pedir-banda-salarial-empresa-2026.html,Unassigned,1,1,1,0
20260528,/plantilla-reclamar-absorcion-complementos-smi.html,Organic Search,1,1,1,84.927558
20260528,/salario-minimo-interprofesional-2026.html,Organic Search,1,1,1,0
