date,pagePath,sessionDefaultChannelGroup,sessions,totalUsers,screenPageViews,averageSessionDuration
20260615,/convenio-limpieza-edificios-locales.html,Organic Search,23,22,25,102.02716356521739
20260615,/convenio-hosteleria-baleares.html,Organic Search,18,17,20,62.791295777777776
20260615,/convenio-hosteleria-barcelona.html,Organic Search,11,6,17,317.61089309090909
20260615,/convenio-hosteleria-valencia.html,Organic Search,10,9,13,191.46558520000002
20260615,/convenio-hosteleria-zaragoza.html,Organic Search,10,9,13,547.4150126
20260615,/convenio-limpieza-madrid.html,Organic Search,10,9,11,11.5379445
20260615,/convenio-hosteleria-bizkaia.html,Organic Search,9,9,9,233.05290311111108
20260615,/convenio-limpieza-bizkaia.html,Organic Search,9,8,9,87.173163222222215
20260615,/,Organic Search,8,7,12,55.05830425
20260615,/convenio-hosteleria-madrid.html,Organic Search,8,5,5,6.42992
20260615,/convenio-hosteleria-malaga.html,Organic Search,8,6,7,17.275308125
20260615,/convenio-limpieza-asturias.html,Organic Search,7,7,8,178.21344085714284
20260615,/ley-transparencia-salarial-2026.html,Organic Search,7,5,10,349.42621857142859
20260615,/convenio-limpieza-malaga.html,Organic Search,5,5,5,33.676163200000005
20260615,/,Direct,4,4,6,11.418075
20260615,/convenio-hosteleria-sevilla.html,Organic Search,4,3,4,97.2486115
20260615,/convenio-limpieza-zaragoza.html,Organic Search,4,4,4,36.33329225
20260615,/convenio-metal-bizkaia.html,Organic Search,4,4,4,127.88728625
20260615,/salarios.html,Direct,4,1,5,352.76307225
20260615,/convenio-hosteleria-tarragona.html,Organic Search,3,3,3,20.483081666666667
20260615,/convenio-limpieza-valencia.html,Organic Search,3,3,3,6.640529
20260615,/convenio-oficinas-valencia.html,Organic Search,3,3,4,52.347373333333337
20260615,/plantilla-reclamar-grupo-profesional-superior.html,Organic Search,3,3,4,145.07882966666668
20260615,/convenio-hosteleria-baleares.html,Direct,2,2,2,3.2493455
20260615,/convenio-limpieza-barcelona.html,Organic Search,2,2,2,0
20260615,/convenio-limpieza-catalunya.html,Direct,2,2,2,0
20260615,/convenio-limpieza-murcia.html,Organic Search,2,2,2,28.9359815
20260615,/convenio-oficinas-valencia.html,Direct,2,1,2,0
20260615,/convenios.html,Organic Search,2,2,3,20.632235
20260615,/registro-retributivo-obligatorio-2026.html,Organic Search,2,2,2,189.640889
20260615,/construccion-estatal-suelo-salarial.html,Direct,1,1,1,256.567198
20260615,/construccion-estatal-suelo-salarial.html,Organic Search,1,1,1,40.71577
20260615,/convenio-construccion-bizkaia.html,Direct,1,1,1,5.074344
20260615,/convenio-hosteleria-baleares.html,AI Assistant,1,1,1,0
20260615,/convenio-hosteleria-cadiz.html,Organic Search,1,1,1,277.288567
20260615,/convenio-hosteleria-malaga.html,Direct,1,1,1,805.939823
20260615,/convenio-hosteleria-valencia.html,AI Assistant,1,1,1,12.834954
20260615,/convenio-hosteleria-valencia.html,Direct,1,1,1,0
20260615,/convenio-hosteleria-zaragoza.html,Direct,1,1,1,0
20260615,/convenio-limpieza-edificios-locales.html,Direct,1,1,1,0
20260615,/convenio-limpieza-sevilla.html,Organic Search,1,1,1,0
20260615,/convenio-tecnicos-espectaculos.html,Organic Search,1,1,1,0
20260615,/convenios.html,Direct,1,1,1,22.636056
20260615,/informe-transparencia-salarial-2026.html,Organic Search,1,1,1,7.844895
20260615,/ley-transparencia-salarial-2026.html,Direct,1,1,2,1077.791238
20260615,/pedir-banda-salarial-empresa-2026.html,Organic Search,1,1,1,12.996495
20260615,/plantillas-transparencia-retributiva-2026.html,Organic Search,1,1,2,13.988804
20260615,/que-es-un-salario-justo.html,Organic Search,1,1,1,32.912928
20260615,/tramos-irpf-2026.html,Organic Search,1,1,1,115.848695
